Episode,Score,Total Reward,Time Alive,loss,Epsilon,Replay Buffer Size,Train Steps
473,0,-83.6,164,"tensor(145.1152, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3806
474,0,-88.5,115,"tensor(83.4317, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3818
475,1,21.3,213,"tensor(146.6866, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3839
476,0,-95.9,41,"tensor(52.3736, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3843
477,0,-84.4,156,"tensor(59.6501, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3859
478,1,22.5,225,"tensor(41.7662, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3881
479,0,-88.4,116,"tensor(83.8015, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3893
480,0,-88.6,114,"tensor(11.4433, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3904
481,1,23,230,"tensor(128.5835, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3927
482,1,23.9,239,"tensor(99.9786, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3951
483,0,-96.1,39,"tensor(21.4183, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3955
484,2,135.8,358,"tensor(52.2312, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,3991
485,0,-90.8,92,"tensor(30.8387, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4000
486,0,-90.3,97,"tensor(67.3620, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4010
487,0,-89.6,104,"tensor(152.5519, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4020
488,1,23.9,239,"tensor(50.6269, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4044
489,0,-90.4,96,"tensor(32.3251, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4054
490,0,-88.5,115,"tensor(88.2318, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4065
491,0,-95.1,49,"tensor(148.2645, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4070
492,0,-95.6,44,"tensor(111.6228, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4074
493,0,-87.6,124,"tensor(118.7285, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4087
494,2,134,340,"tensor(82.5352, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4121
495,0,-89.2,108,"tensor(16.2725, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4132
496,0,-88.5,115,"tensor(77.2241, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4143
497,1,22.3,223,"tensor(52.3929, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4165
498,0,-89.3,107,"tensor(34.5164, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4176
499,0,-88.3,117,"tensor(146.4710, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4188
500,0,-86.6,134,"tensor(92.1074, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4201
501,0,-90.3,97,"tensor(39.0999, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4211
502,1,23,230,"tensor(3.1006, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4234
503,0,-87.3,127,"tensor(52.5932, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4247
504,1,23.8,238,"tensor(4.3102, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4270
505,0,-89.5,105,"tensor(76.2402, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4281
506,1,22.5,225,"tensor(34.0948, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4303
507,0,-95.5,45,"tensor(82.3288, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4308
508,0,-90.7,93,"tensor(83.9798, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4317
509,2,131.9,319,"tensor(63.7656, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4349
510,1,23.3,233,"tensor(2.0749, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4372
511,6,578.3,783,"tensor(29.8997, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4451
512,1,24.8,248,"tensor(62.0357, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4476
513,0,-87.8,122,"tensor(17.3049, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4488
514,0,-89.3,107,"tensor(28.2044, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4498
515,0,-88.6,114,"tensor(38.4518, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4510
516,0,-88.4,116,"tensor(32.7926, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4521
517,0,-87.8,122,"tensor(39.0903, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4534
518,0,-88.9,111,"tensor(16.8542, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4545
519,0,-88.9,111,"tensor(95.0845, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4556
520,0,-87.9,121,"tensor(56.3633, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4568
521,0,-89.3,107,"tensor(4.7472, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4579
522,0,-88.5,115,"tensor(40.4173, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4590
523,0,-88.5,115,"tensor(110.9781, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4602
524,0,-86.7,133,"tensor(50.9675, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4615
525,0,-90.2,98,"tensor(40.5833, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4625
526,0,-88.6,114,"tensor(66.0869, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4636
527,0,-86.2,138,"tensor(41.9338, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4650
528,0,-90.8,92,"tensor(121.1955, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4659
529,0,-88.5,115,"tensor(54.2649, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4671
530,0,-88.5,115,"tensor(85.0572, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4682
531,0,-88.7,113,"tensor(131.9919, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4693
532,1,23.2,232,"tensor(82.5264, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4717
533,0,-87.7,123,"tensor(96.3520, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4729
534,1,22.4,224,"tensor(41.5174, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4751
535,2,136.1,361,"tensor(17.0725, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4787
536,0,-89.8,102,"tensor(1.8465, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4798
537,0,-87.1,129,"tensor(1.0782, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4811
538,0,-89.9,101,"tensor(81.2519, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4821
539,2,133.7,337,"tensor(50.8058, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4854
540,0,-88.5,115,"tensor(44.5948, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4866
541,0,-88.6,114,"tensor(51.2672, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4877
542,0,-88.2,118,"tensor(61.4290, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4889
543,0,-88.4,116,"tensor(72.4746, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4901
544,1,23.3,233,"tensor(48.0063, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4924
545,0,-88.7,113,"tensor(83.0983, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4935
546,0,-87.8,122,"tensor(15.3272, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4947
547,1,19.4,194,"tensor(2.4280, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4967
548,0,-84,160,"tensor(83.8604, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,4983
549,2,127.4,274,"tensor(72.8725, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5010
550,0,-94.2,58,"tensor(125.8479, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5016
551,0,-89.4,106,"tensor(123.7756, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5027
552,1,18,180,"tensor(14.7512, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5045
553,1,26.8,268,"tensor(76.8131, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5071
554,1,27.2,272,"tensor(115.9888, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5099
555,0,-91,90,"tensor(41.7571, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5108
556,0,-88.3,117,"tensor(40.3699, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5119
557,0,-88.6,114,"tensor(74.2842, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5131
558,1,23.1,231,"tensor(3.4574, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5154
559,0,-87.6,124,"tensor(85.7453, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5166
560,0,-89.4,106,"tensor(20.8855, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5177
561,0,-88,120,"tensor(21.5264, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5189
562,2,134.5,345,"tensor(65.2237, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5223
563,0,-87.2,128,"tensor(101.4774, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5236
564,2,134.2,342,"tensor(110.8303, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5270
565,3,245.9,459,"tensor(76.2106, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5316
566,0,-88.6,114,"tensor(95.3660, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5328
567,1,22.5,225,"tensor(39.8080, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5350
568,1,22.8,228,"tensor(44.4093, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5373
569,4,359.5,595,"tensor(89.8636, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5432
570,0,-90.3,97,"tensor(239.4223, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5442
571,1,24.8,248,"tensor(41.1575, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5467
572,0,-90.7,93,"tensor(80.6488, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5476
573,0,-87,130,"tensor(78.3048, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5489
574,0,-90.5,95,"tensor(62.8061, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5499
575,0,-88.1,119,"tensor(201.0306, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5511
576,6,581.1,811,"tensor(46.0504, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5592
577,3,245.5,455,"tensor(137.6506, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5637
578,0,-88.3,117,"tensor(1.2693, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5649
579,1,15.6,156,"tensor(128.2739, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5665
580,0,-81.9,181,"tensor(24.8247, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5683
581,1,21.7,217,"tensor(91.0292, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5704
582,2,132.3,323,"tensor(41.3790, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5737
583,1,20,200,"tensor(62.5018, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5757
584,0,-88.4,116,"tensor(157.6503, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5768
585,0,-88.5,115,"tensor(50.0414, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5780
586,0,-88.6,114,"tensor(81.3007, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5791
587,0,-89.9,101,"tensor(24.1636, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5801
588,1,16.6,166,"tensor(47.1298, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5818
589,0,-83.6,164,"tensor(25.6603, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5834
590,0,-89.1,109,"tensor(39.9899, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5845
591,0,-88.9,111,"tensor(114.1227, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5856
592,1,22.9,229,"tensor(57.1493, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5879
593,2,133.2,332,"tensor(110.6626, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5912
594,1,24.6,246,"tensor(58.1646, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5937
595,0,-89,110,"tensor(51.4896, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5948
596,0,-88.6,114,"tensor(46.4133, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,5959
597,5,460.5,605,"tensor(60.0284, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6020
598,0,-80.4,196,"tensor(5.9439, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6039
599,0,-88.6,114,"tensor(237.8167, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6051
600,3,242.7,427,"tensor(39.3089, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6094
601,0,-88.1,119,"tensor(73.2732, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6105
602,1,23.7,237,"tensor(40.3202, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6129
603,0,-89.8,102,"tensor(111.1353, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6139
604,1,23.3,233,"tensor(40.6777, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6163
605,0,-90.3,97,"tensor(76.8579, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6172
606,0,-88,120,"tensor(3.0135, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6184
607,0,-89.5,105,"tensor(3.0443, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6195
608,1,21.8,218,"tensor(64.6414, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6217
609,2,133.7,337,"tensor(48.2856, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6250
610,1,22.3,223,"tensor(76.8744, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6273
611,1,21.4,214,"tensor(75.4323, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6294
612,3,245.7,457,"tensor(64.2101, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6340
613,1,23,230,"tensor(82.9388, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6363
614,2,133.9,339,"tensor(18.5537, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6397
615,0,-89.3,107,"tensor(123.1029, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6407
616,1,25,250,"tensor(99.4880, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6432
617,0,-88.9,111,"tensor(1.5430, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6443
618,1,21.5,215,"tensor(39.1138, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6465
619,0,-88.3,117,"tensor(58.0255, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6477
620,0,-89.4,106,"tensor(69.2072, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6487
621,0,-88,120,"tensor(88.4132, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6499
622,0,-87.5,125,"tensor(92.8360, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6512
623,2,124.9,249,"tensor(40.5280, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6537
624,1,18.9,189,"tensor(42.4918, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6556
625,0,-88.1,119,"tensor(40.6494, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6567
626,4,350,500,"tensor(88.9822, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6617
627,0,-80.3,197,"tensor(3.9825, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6637
628,1,20,200,"tensor(1.3467, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6657
629,1,17,170,"tensor(108.1178, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6674
630,0,-82.4,176,"tensor(17.3083, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6692
631,0,-86.3,137,"tensor(39.2619, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6705
632,0,-88.4,116,"tensor(125.1874, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6717
633,1,18.8,188,"tensor(63.0572, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6736
634,0,-85.8,142,"tensor(51.5736, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6750
635,2,136.5,365,"tensor(151.8721, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6787
636,0,-90.8,92,"tensor(22.6679, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6796
637,0,-87.7,123,"tensor(14.2816, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6808
638,1,22.7,227,"tensor(70.6436, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6831
639,0,-87,130,"tensor(66.1489, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6844
640,0,-88.5,115,"tensor(98.8401, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6855
641,0,-90.3,97,"tensor(101.3287, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6865
642,2,136.1,361,"tensor(43.5917, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6901
643,0,-88.2,118,"tensor(64.6566, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6913
644,0,-90.3,97,"tensor(103.9999, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6923
645,0,-88.6,114,"tensor(1.1298, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6934
646,0,-87.1,129,"tensor(103.6012, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6947
647,0,-89.1,109,"tensor(45.8499, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6958
648,2,135.6,356,"tensor(67.1766, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,6993
649,1,21.2,212,"tensor(7.4776, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7015
650,1,23,230,"tensor(126.6548, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7038
651,0,-87.8,122,"tensor(282.7912, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7050
652,2,128.2,282,"tensor(53.9759, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7078
653,2,142.7,427,"tensor(84.6931, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7121
654,1,22.8,228,"tensor(119.6778, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7143
655,1,21.6,216,"tensor(78.1677, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7165
656,1,16.7,167,"tensor(1.6712, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7182
657,0,-82,180,"tensor(25.6471, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7200
658,0,-88.9,111,"tensor(64.4619, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7211
659,0,-87.7,123,"tensor(24.3791, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7223
660,1,22.5,225,"tensor(127.8448, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7246
661,0,-89.1,109,"tensor(149.6844, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7257
662,2,134.5,345,"tensor(78.1778, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7291
663,2,131.2,312,"tensor(79.3249, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7322
664,4,351.2,512,"tensor(57.3680, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7373
665,1,21.2,212,"tensor(130.8886, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7395
666,0,-84,160,"tensor(65.9229, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7411
667,5,460.6,606,"tensor(42.1585, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7471
668,6,584,840,"tensor(52.2538, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7555
669,2,137.8,378,"tensor(33.8682, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7593
670,3,244.5,445,"tensor(147.1656, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7638
671,0,-86.3,137,"tensor(40.5294, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7651
672,1,23.4,234,"tensor(120.0402, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7675
673,3,237.7,377,"tensor(80.0199, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7712
674,0,-82.4,176,"tensor(140.0103, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7730
675,0,-88.7,113,"tensor(8.2513, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7741
676,0,-88.5,115,"tensor(134.5385, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7753
677,0,-87.6,124,"tensor(43.1412, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7765
678,3,238.9,389,"tensor(155.8359, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7804
679,3,246.3,463,"tensor(30.4366, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7850
680,1,22.2,222,"tensor(37.9370, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7873
681,1,29.9,299,"tensor(157.6060, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7902
682,0,-88.7,113,"tensor(4.9815, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7914
683,2,135.2,352,"tensor(26.9891, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7949
684,0,-87.7,123,"tensor(200.3146, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7961
685,1,23.9,239,"tensor(79.8140, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,7985
686,1,22.4,224,"tensor(110.3041, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8008
687,0,-89.7,103,"tensor(1.7491, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8018
688,0,-88.4,116,"tensor(103.1784, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8029
689,3,237.6,376,"tensor(8.0118, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8067
690,4,358,580,"tensor(40.5933, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8125
691,3,252.8,528,"tensor(3.0889, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8178
692,2,135.5,355,"tensor(25.3841, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8213
693,0,-88.5,115,"tensor(59.6455, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8225
694,0,-88.8,112,"tensor(22.1517, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8236
695,0,-87.5,125,"tensor(99.9554, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8249
696,0,-89.9,101,"tensor(96.1812, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8259
697,0,-87.3,127,"tensor(43.5695, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8271
698,0,-90,100,"tensor(88.3740, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8281
699,1,23.2,232,"tensor(89.0883, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8305
700,0,-86.3,137,"tensor(111.9680, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8318
701,1,23,230,"tensor(90.4296, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8341
702,0,-88.7,113,"tensor(97.8430, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8353
703,0,-89.4,106,"tensor(73.0964, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8363
704,1,23.5,235,"tensor(81.2333, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8387
705,3,244.7,447,"tensor(77.5104, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8431
706,0,-86.8,132,"tensor(77.5198, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8445
707,1,21.4,214,"tensor(13.5172, device='cuda:0', grad_fn=<MseLossBackward0>)",0.01990820023,10000,8466
